time,source_ip,destination_ip,protocol,packet_size,source_port,destination_port,service
23:23:06,13.89.179.13,10.141.108.45,TCP,66,443,60275,Unknown
23:23:06,104.16.117.55,10.141.108.45,TCP,208,443,51233,Unknown
23:23:06,104.16.117.55,10.141.108.45,TCP,66,443,51233,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,55,53,54873,Unknown
23:23:06,10.141.108.45,104.16.117.55,TCP,66,51233,443,HTTPS
23:23:06,10.141.108.114,10.141.108.45,TCP,55,53,56004,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,55,53,63369,Unknown
23:23:06,10.141.108.45,10.141.108.114,TCP,54,56004,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,54873,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,63369,53,DNS
23:23:06,13.89.179.13,10.141.108.45,TCP,66,443,60275,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,215,53,54873,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,112,53,56004,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,311,53,63369,Unknown
23:23:06,10.141.108.45,10.141.108.114,TCP,54,61533,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,63369,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,58031,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,56004,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,62705,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,54873,53,DNS
23:23:06,10.141.108.45,104.16.117.55,TCP,192,51233,443,HTTPS
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,63369,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,54873,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,56004,Unknown
23:23:06,104.16.117.55,10.141.108.45,TCP,208,443,51233,Unknown
23:23:06,104.16.117.55,10.141.108.45,TCP,66,443,51233,Unknown
23:23:06,104.21.38.94,10.141.108.45,UDP,70,443,54371,Unknown
23:23:06,104.21.38.94,10.141.108.45,UDP,70,443,54371,Unknown
23:23:06,13.89.179.13,10.141.108.45,TCP,66,443,60275,Unknown
23:23:06,10.141.108.45,10.141.108.114,TCP,54,63369,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,54873,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,56004,53,DNS
23:23:06,10.141.108.45,104.16.117.55,TCP,66,51233,443,HTTPS
23:23:06,23.155.96.128,10.141.108.45,TCP,70,443,51009,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,58031,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,61533,Unknown
23:23:06,13.89.179.13,10.141.108.45,TCP,66,443,62706,Unknown
23:23:06,13.89.179.13,10.141.108.45,TCP,219,443,60275,Unknown
23:23:06,104.16.117.55,10.141.108.45,TCP,66,443,51233,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,54,53,62705,Unknown
23:23:06,10.141.108.45,13.89.179.13,TCP,66,60275,443,HTTPS
23:23:06,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:06,10.141.108.45,10.141.108.114,TCP,66,61674,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,66,65371,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,66,63352,53,DNS
23:23:06,10.141.108.114,10.141.108.45,TCP,66,53,61674,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,66,53,65371,Unknown
23:23:06,10.141.108.114,10.141.108.45,TCP,66,53,63352,Unknown
23:23:06,10.141.108.45,13.89.179.13,TCP,613,62706,443,HTTPS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,61674,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,65371,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,54,63352,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,56,61674,53,DNS
23:23:06,10.141.108.45,10.141.108.114,TCP,91,61674,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,56,65371,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,91,65371,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,56,63352,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,91,63352,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,61674,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,61674,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,65371,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,65371,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,63352,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,63352,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,54,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,54,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,137,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,66,51233,443,HTTPS
23:23:07,104.16.117.55,10.141.108.45,TCP,66,443,51233,Unknown
23:23:07,13.89.179.13,10.141.108.45,TCP,66,443,62706,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,66,443,51233,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,66,62706,443,HTTPS
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,61533,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,311,53,61533,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61533,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,59219,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,53834,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,54779,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,58031,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,62705,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,57307,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,112,53,58031,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,215,53,62705,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,52106,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,58031,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,62705,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,55861,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,61737,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,52832,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,65371,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,61674,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,53834,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,59219,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61737,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,54779,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,57307,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52106,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52832,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,55861,53,DNS
23:23:07,104.16.117.55,10.141.108.45,TCP,54,443,51233,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,153,53,59219,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,57307,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,59219,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,141,53,53834,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61737,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,53834,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,153,53,57307,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,141,53,61737,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,206,53,52832,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,206,53,55861,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,282,53,52106,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,137,53,54779,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,57307,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61737,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,57307,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,59219,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,59219,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,61737,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52106,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52832,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52832,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,55861,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,54779,53,DNS
23:23:07,104.16.117.55,10.141.108.45,TCP,137,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,52106,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,52832,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,55861,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,54779,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,52106,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,55861,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,54779,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,53834,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,53834,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,65371,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61674,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,212,53,65371,Unknown
23:23:07,10.141.108.114,10.141.108.45,TCP,212,53,61674,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,65371,53,DNS
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61674,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,65371,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,65371,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,61674,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,61674,53,DNS
23:23:07,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:07,10.141.108.45,142.250.203.174,UDP,381,62571,443,HTTPS
23:23:07,13.89.179.13,10.141.108.45,TCP,1454,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:07,10.141.108.114,10.141.108.45,TCP,55,53,63352,Unknown
23:23:07,13.89.179.13,10.141.108.45,TCP,4254,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:07,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,63352,53,DNS
23:23:07,10.141.108.114,10.141.108.45,TCP,138,53,63352,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,63352,53,DNS
23:23:07,10.141.108.45,34.54.194.141,UDP,1292,57931,443,HTTPS
23:23:07,10.141.108.45,34.54.194.141,UDP,1292,57931,443,HTTPS
23:23:07,10.141.108.114,10.141.108.45,TCP,54,53,63352,Unknown
23:23:07,10.141.108.45,10.141.108.114,TCP,54,63352,53,DNS
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,142.250.203.174,10.141.108.45,UDP,70,443,62571,Unknown
23:23:07,10.141.108.45,142.250.203.174,UDP,74,62571,443,HTTPS
23:23:07,34.54.194.141,10.141.108.45,UDP,82,443,57931,Unknown
23:23:07,34.54.194.141,10.141.108.45,UDP,1292,443,57931,Unknown
23:23:07,142.250.203.174,10.141.108.45,UDP,64,443,62571,Unknown
23:23:07,10.141.108.45,142.250.203.174,UDP,75,62571,443,HTTPS
23:23:07,34.54.194.141,10.141.108.45,UDP,1292,443,57931,Unknown
23:23:07,34.54.194.141,10.141.108.45,UDP,1292,443,57931,Unknown
23:23:07,34.54.194.141,10.141.108.45,UDP,824,443,57931,Unknown
23:23:07,10.141.108.45,34.54.194.141,UDP,81,57931,443,HTTPS
23:23:07,10.141.108.45,34.54.194.141,UDP,131,57931,443,HTTPS
23:23:07,10.141.108.45,34.54.194.141,UDP,113,57931,443,HTTPS
23:23:07,10.141.108.45,34.54.194.141,UDP,503,57931,443,HTTPS
23:23:07,13.89.179.13,10.141.108.45,TCP,2854,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:07,13.89.179.13,10.141.108.45,TCP,160,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:07,10.141.108.45,13.89.179.13,TCP,134,62706,443,HTTPS
23:23:07,10.141.108.45,13.89.179.13,TCP,1183,62706,443,HTTPS
23:23:07,10.141.108.45,13.89.179.13,TCP,1571,62706,443,HTTPS
23:23:07,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:07,34.54.194.141,10.141.108.45,UDP,627,443,57931,Unknown
23:23:07,34.54.194.141,10.141.108.45,UDP,164,443,57931,Unknown
23:23:07,10.141.108.45,34.54.194.141,UDP,73,57931,443,HTTPS
23:23:07,34.54.194.141,10.141.108.45,UDP,69,443,57931,Unknown
23:23:07,34.54.194.141,10.141.108.45,UDP,239,443,57931,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,10.141.108.45,34.54.194.141,UDP,77,57931,443,HTTPS
23:23:07,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:07,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:07,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:07,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:07,13.89.179.13,10.141.108.45,TCP,157,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:07,34.54.194.141,10.141.108.45,UDP,66,443,57931,Unknown
23:23:07,13.89.179.13,10.141.108.45,TCP,54,443,62706,Unknown
23:23:07,13.89.179.13,10.141.108.45,TCP,54,443,62706,Unknown
23:23:07,13.89.179.13,10.141.108.45,TCP,500,443,62706,Unknown
23:23:07,10.141.108.45,13.89.179.13,TCP,54,62706,443,HTTPS
23:23:08,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:08,104.16.117.55,10.141.108.45,TCP,137,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:08,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:08,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:08,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:08,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:08,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:08,10.141.108.45,188.114.97.6,TCP,66,59283,443,HTTPS
23:23:08,10.141.108.45,188.114.96.6,TCP,66,59093,443,HTTPS
23:23:08,142.250.203.174,10.141.108.45,UDP,137,443,62571,Unknown
23:23:08,10.141.108.45,142.250.203.174,UDP,79,62571,443,HTTPS
23:23:08,142.250.203.174,10.141.108.45,UDP,247,443,62571,Unknown
23:23:08,10.141.108.45,142.250.203.174,UDP,75,62571,443,HTTPS
23:23:08,10.141.108.45,10.141.108.114,TCP,66,56235,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,66,64038,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,66,52564,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,66,53,56235,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,66,53,64038,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,56235,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,54,64038,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,66,53,52564,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,52564,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,56,56235,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,103,56235,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,56,64038,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,103,64038,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,56,52564,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,103,52564,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,56235,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,56235,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,64038,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,64038,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,52564,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,52564,Unknown
23:23:08,142.250.203.174,10.141.108.45,UDP,66,443,62571,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,55,53,52564,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,55,53,64038,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,157,51233,443,HTTPS
23:23:08,10.141.108.45,10.141.108.114,TCP,54,52564,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,280,53,52564,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,52564,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,52564,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,52564,53,DNS
23:23:08,10.141.108.45,10.141.108.114,TCP,54,64038,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,216,53,64038,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,64038,53,DNS
23:23:08,10.141.108.114,10.141.108.45,TCP,54,53,64038,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,64038,53,DNS
23:23:08,104.16.117.55,10.141.108.45,TCP,114,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,94,443,51233,Unknown
23:23:08,104.16.117.55,10.141.108.45,TCP,85,443,51233,Unknown
23:23:08,10.141.108.45,104.16.117.55,TCP,54,51233,443,HTTPS
23:23:08,10.141.108.45,10.141.108.114,TCP,54,56235,53,DNS
23:23:08,10.141.108.45,34.54.194.141,UDP,1012,57931,443,HTTPS
23:23:08,10.141.108.114,10.141.108.45,TCP,55,53,56235,Unknown
23:23:08,10.141.108.114,10.141.108.45,TCP,161,53,56235,Unknown
23:23:08,10.141.108.45,10.141.108.114,TCP,54,56235,53,DNS
23:23:09,34.54.194.141,10.141.108.45,UDP,70,443,57931,Unknown
23:23:09,10.141.108.45,34.54.194.141,UDP,74,57931,443,HTTPS
23:23:09,34.54.194.141,10.141.108.45,UDP,284,443,57931,Unknown
23:23:09,10.141.108.45,34.54.194.141,UDP,78,57931,443,HTTPS
23:23:09,10.141.108.45,188.114.97.6,TCP,66,59283,443,HTTPS
23:23:09,34.54.194.141,10.141.108.45,UDP,66,443,57931,Unknown
23:23:09,10.141.108.114,10.141.108.45,TCP,55,53,52281,Unknown
23:23:09,10.141.108.114,10.141.108.45,TCP,92,53,52281,Unknown
23:23:09,10.141.108.45,10.141.108.114,TCP,54,52281,53,DNS
23:23:10,10.141.108.45,23.155.96.128,TCP,148,57495,443,HTTPS
23:23:10,10.141.108.45,23.155.96.128,TCP,93,57495,443,HTTPS
23:23:10,23.155.96.128,10.141.108.45,TCP,58,443,57495,Unknown
23:23:10,23.155.96.128,10.141.108.45,TCP,1272,443,57495,Unknown
23:23:10,23.155.96.128,10.141.108.45,TCP,552,443,57495,Unknown
23:23:10,10.141.108.45,23.155.96.128,TCP,54,57495,443,HTTPS
23:23:10,23.155.96.128,10.141.108.45,TCP,97,443,57495,Unknown
23:23:10,10.141.108.45,23.155.96.128,TCP,89,57495,443,HTTPS
23:23:10,23.155.96.128,10.141.108.45,TCP,58,443,57495,Unknown
23:23:11,10.141.108.45,188.114.97.6,TCP,66,59283,443,HTTPS
23:23:11,23.155.96.128,10.141.108.45,TCP,97,443,51009,Unknown
23:23:11,23.155.96.128,10.141.108.45,TCP,82,443,51009,Unknown
23:23:11,23.155.96.128,10.141.108.45,TCP,58,443,51009,Unknown
23:23:11,10.141.108.45,23.155.96.128,TCP,54,51009,443,HTTPS
23:23:12,10.141.108.45,13.89.179.13,TCP,54,60275,443,HTTPS
23:23:12,10.141.108.45,13.89.179.13,TCP,738,61858,443,HTTPS
23:23:13,10.141.108.45,13.89.179.13,TCP,54,60275,443,HTTPS
23:23:14,10.141.108.45,10.141.108.114,TCP,66,58695,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,66,56086,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,66,65470,53,DNS
23:23:14,10.141.108.114,10.141.108.45,TCP,66,53,58695,Unknown
23:23:14,10.141.108.114,10.141.108.45,TCP,66,53,56086,Unknown
23:23:14,10.141.108.114,10.141.108.45,TCP,66,53,65470,Unknown
23:23:14,10.141.108.45,10.141.108.114,TCP,54,58695,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,54,56086,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,54,65470,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,56,65470,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,92,65470,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,56,56086,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,92,56086,53,DNS
23:23:14,10.141.108.45,10.141.108.114,TCP,56,58695,53,DNS
